family_id,twin_id,eye,subject_id,iris_id,image_idx,filename,relative_path,absolute_path,file_extension,file_size_bytes,sha256,width,height,mode,format,readable,error,filename_pattern_ok,filename_family_id,filename_twin_id,filename_eye,filename_image_idx,folder_filename_consistent
0,2,L,F00_T2,F00_T2_L,3,S3002L03.jpg,00/2L/S3002L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2L/S3002L03.jpg,.jpg,20998,4b0749817f2316ca88ba13cd70fa82051d98429109d0656001bff2f6daf5e745,640,480,L,JPEG,True,,True,0,2,L,3,True
0,2,L,F00_T2,F00_T2_L,4,S3002L04.jpg,00/2L/S3002L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2L/S3002L04.jpg,.jpg,20522,8006c663f9a674daff8876d2dc08aa42d6d5b64b0b65af71740ecc2a2b6a3309,640,480,L,JPEG,True,,True,0,2,L,4,True
0,2,L,F00_T2,F00_T2_L,5,S3002L05.jpg,00/2L/S3002L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2L/S3002L05.jpg,.jpg,17049,c7d511645febefa915b88a3bc1150f4092ce38db04b12a810c00ce4c9c0932cc,640,480,L,JPEG,True,,True,0,2,L,5,True
0,2,L,F00_T2,F00_T2_L,6,S3002L06.jpg,00/2L/S3002L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2L/S3002L06.jpg,.jpg,17828,297fa35f9f6c327eeb8d8935f33c2cd9359f2e6abcc6544462a2d62749d245da,640,480,L,JPEG,True,,True,0,2,L,6,True
0,2,L,F00_T2,F00_T2_L,7,S3002L07.jpg,00/2L/S3002L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2L/S3002L07.jpg,.jpg,19809,b2a6ed210eecad26980df9be930a0ba524a9a544e1cc46bf8131b94e5b8b1ab0,640,480,L,JPEG,True,,True,0,2,L,7,True
0,2,L,F00_T2,F00_T2_L,8,S3002L08.jpg,00/2L/S3002L08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2L/S3002L08.jpg,.jpg,19741,4493f4a628d96db76899ad02ac084e4e9f19be086a6c59f82e64b5af5a843429,640,480,L,JPEG,True,,True,0,2,L,8,True
0,2,L,F00_T2,F00_T2_L,9,S3002L09.jpg,00/2L/S3002L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2L/S3002L09.jpg,.jpg,18937,9b44b51c7fb0ba99bd78721d73918b2c7d2c5c9719720548fac153a230bc1858,640,480,L,JPEG,True,,True,0,2,L,9,True
0,2,L,F00_T2,F00_T2_L,10,S3002L10.jpg,00/2L/S3002L10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2L/S3002L10.jpg,.jpg,17400,df0f894ec65a407621d02d4869a1e08a8765e23491a985851e09b2af933cf3eb,640,480,L,JPEG,True,,True,0,2,L,10,True
0,2,R,F00_T2,F00_T2_R,1,S3002R01.jpg,00/2R/S3002R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R01.jpg,.jpg,21946,c22f108fb929c7ebcccb02d22fe9cba9dbb0efae3eb79c8e90c777c10b43b90b,640,480,L,JPEG,True,,True,0,2,R,1,True
0,2,R,F00_T2,F00_T2_R,2,S3002R02.jpg,00/2R/S3002R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R02.jpg,.jpg,18967,ebb6e8d5f9a3a6850c5e03d68bcd32b3531079a67fac18f9e1f80b159400b0e9,640,480,L,JPEG,True,,True,0,2,R,2,True
0,2,R,F00_T2,F00_T2_R,3,S3002R03.jpg,00/2R/S3002R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R03.jpg,.jpg,21320,5cfb9883003a492727795876de6dcafe82aa38c80856193c23c0db6192a8e248,640,480,L,JPEG,True,,True,0,2,R,3,True
0,2,R,F00_T2,F00_T2_R,4,S3002R04.jpg,00/2R/S3002R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R04.jpg,.jpg,21878,fb455fe070e731ca13132b15f1fcd496639a4bc82efab4f77885103d3c96047a,640,480,L,JPEG,True,,True,0,2,R,4,True
0,2,R,F00_T2,F00_T2_R,5,S3002R05.jpg,00/2R/S3002R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R05.jpg,.jpg,20203,866935ee448352c8d5d2540819ec1db1399a6429cb40d4f8223a56b4a87d3a41,640,480,L,JPEG,True,,True,0,2,R,5,True
0,2,R,F00_T2,F00_T2_R,6,S3002R06.jpg,00/2R/S3002R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R06.jpg,.jpg,16072,d594d4e022f8557dab0eddc708f2512214a01a57e133431dedc339609f25830b,640,480,L,JPEG,True,,True,0,2,R,6,True
0,2,R,F00_T2,F00_T2_R,7,S3002R07.jpg,00/2R/S3002R07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R07.jpg,.jpg,20432,5e2306e4add8e9fdd6b57830eeb3669d4de7e429b323e9a2e88ff54bbf8301da,640,480,L,JPEG,True,,True,0,2,R,7,True
0,2,R,F00_T2,F00_T2_R,8,S3002R08.jpg,00/2R/S3002R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R08.jpg,.jpg,20922,200671cbf24e1082a6d71b8ccd09ce7730c1273c5faed0f0dc552fd85622ace6,640,480,L,JPEG,True,,True,0,2,R,8,True
0,2,R,F00_T2,F00_T2_R,9,S3002R09.jpg,00/2R/S3002R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R09.jpg,.jpg,21055,b7cb7cd7add2e1decb264a43222147112865af362828bf1c3fae87fdfdb2ccfc,640,480,L,JPEG,True,,True,0,2,R,9,True
0,2,R,F00_T2,F00_T2_R,10,S3002R10.jpg,00/2R/S3002R10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2R/S3002R10.jpg,.jpg,17554,f418d4017ed45dd3877e38c3c50987ca74873d6ee981d2aa618b62cc50e77c5f,640,480,L,JPEG,True,,True,0,2,R,10,True
1,1,L,F01_T1,F01_T1_L,1,S3011L01.jpg,01/1L/S3011L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1L/S3011L01.jpg,.jpg,20151,e1706eac5ce05af17bc495d2ec3d3673370fce076b199a8c3bf0f75fa7c1efeb,640,480,L,JPEG,True,,True,1,1,L,1,True
1,1,L,F01_T1,F01_T1_L,2,S3011L02.jpg,01/1L/S3011L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1L/S3011L02.jpg,.jpg,20369,735d7ab8c3c24e5749d78f2fc7bb0394d743f9943d207a8590424db8bb2d314b,640,480,L,JPEG,True,,True,1,1,L,2,True
1,1,L,F01_T1,F01_T1_L,3,S3011L03.jpg,01/1L/S3011L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1L/S3011L03.jpg,.jpg,17824,d30f535adb43154270e4db4465c09e8bde8471c09b8da745c2866f8945f5cfda,640,480,L,JPEG,True,,True,1,1,L,3,True
1,1,L,F01_T1,F01_T1_L,4,S3011L04.jpg,01/1L/S3011L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1L/S3011L04.jpg,.jpg,19066,281ea9384560c4e3eb2b1ac6ead0772b1307edcf7ff89752dde8afacee3e2295,640,480,L,JPEG,True,,True,1,1,L,4,True
1,1,L,F01_T1,F01_T1_L,5,S3011L05.jpg,01/1L/S3011L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1L/S3011L05.jpg,.jpg,19841,6298b68c1d33d9d0096b08c44133ec8481fc637b4c5820627bed437f037445e0,640,480,L,JPEG,True,,True,1,1,L,5,True
1,1,L,F01_T1,F01_T1_L,6,S3011L06.jpg,01/1L/S3011L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1L/S3011L06.jpg,.jpg,18812,9cbc2e2d13e04db949aef4813c004dd4ddb9685a31f5f9329f0ca26bffbfd7e4,640,480,L,JPEG,True,,True,1,1,L,6,True
1,1,L,F01_T1,F01_T1_L,7,S3011L07.jpg,01/1L/S3011L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1L/S3011L07.jpg,.jpg,18117,604cc2632d6bf0ac008a1240a19432525e6f84d229323139d889fd12c96c2677,640,480,L,JPEG,True,,True,1,1,L,7,True
1,1,L,F01_T1,F01_T1_L,8,S3011L08.jpg,01/1L/S3011L08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1L/S3011L08.jpg,.jpg,18347,4ac25bd06f9dee0d4f7529ad6a69f62a9e318aa5671cfe8c5b9957eb1bf87117,640,480,L,JPEG,True,,True,1,1,L,8,True
1,1,R,F01_T1,F01_T1_R,1,S3011R01.jpg,01/1R/S3011R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1R/S3011R01.jpg,.jpg,17287,c05d18c5d77a8cc4897fff640aaf1aaf8e3ef4d1631d3a422817e2953917ed0c,640,480,L,JPEG,True,,True,1,1,R,1,True
1,1,R,F01_T1,F01_T1_R,2,S3011R02.jpg,01/1R/S3011R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1R/S3011R02.jpg,.jpg,14403,aaf9a6217ba5e3917706a21b20ef6d33e52308e8e66cbb85ae87e14ded57c427,640,480,L,JPEG,True,,True,1,1,R,2,True
1,1,R,F01_T1,F01_T1_R,3,S3011R03.jpg,01/1R/S3011R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1R/S3011R03.jpg,.jpg,15874,2d67b7bead17d96e928162217122cb0146b8c6c286ce6ffc8b72fa203f804501,640,480,L,JPEG,True,,True,1,1,R,3,True
1,1,R,F01_T1,F01_T1_R,4,S3011R04.jpg,01/1R/S3011R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1R/S3011R04.jpg,.jpg,16598,9717fe345da3b18b719b2be230bb51bc987a242732109813aa2e9aed09b6e091,640,480,L,JPEG,True,,True,1,1,R,4,True
1,1,R,F01_T1,F01_T1_R,5,S3011R05.jpg,01/1R/S3011R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1R/S3011R05.jpg,.jpg,21844,e36f50afc6267ef10f379da83941271c1a92df306bfb978cae815319a14a019e,640,480,L,JPEG,True,,True,1,1,R,5,True
1,2,L,F01_T2,F01_T2_L,1,S3012L01.jpg,01/2L/S3012L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2L/S3012L01.jpg,.jpg,16808,2dc89a5271fea28e9375d0a99c6568ba24ac1be31cf45b8318a35c8e26f7c1e6,640,480,L,JPEG,True,,True,1,2,L,1,True
1,2,L,F01_T2,F01_T2_L,2,S3012L02.jpg,01/2L/S3012L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2L/S3012L02.jpg,.jpg,17172,2511e9a05a0d26d47850347ae6c1eac36f56a0f89dc8333115c03472d8bf68d9,640,480,L,JPEG,True,,True,1,2,L,2,True
1,2,L,F01_T2,F01_T2_L,3,S3012L03.jpg,01/2L/S3012L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2L/S3012L03.jpg,.jpg,17274,7715ba1cf31eb8b3d73fbc60bfbc307cea30dfd62279afdf37c9724291106835,640,480,L,JPEG,True,,True,1,2,L,3,True
1,2,L,F01_T2,F01_T2_L,4,S3012L04.jpg,01/2L/S3012L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2L/S3012L04.jpg,.jpg,17719,ed3cfceb6ae288ba1f90cc6f94e174acceadc9977d44ac4161d0e8f6d2632978,640,480,L,JPEG,True,,True,1,2,L,4,True
1,2,L,F01_T2,F01_T2_L,5,S3012L05.jpg,01/2L/S3012L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2L/S3012L05.jpg,.jpg,18943,70f2b75c390acf078aa33952c535618e30a4b2fd93fe625f6a33bb2a142f7c51,640,480,L,JPEG,True,,True,1,2,L,5,True
1,2,L,F01_T2,F01_T2_L,6,S3012L06.jpg,01/2L/S3012L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2L/S3012L06.jpg,.jpg,19122,0cd54816edebd126c931cd7427a466aba2cfdf5bf9da1767c5187c046181a3e2,640,480,L,JPEG,True,,True,1,2,L,6,True
1,2,L,F01_T2,F01_T2_L,7,S3012L07.jpg,01/2L/S3012L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2L/S3012L07.jpg,.jpg,19673,180e921b0dd2e077ecef7694159b030e6fdf952d6753529ed9c46e3742b87cbb,640,480,L,JPEG,True,,True,1,2,L,7,True
1,2,R,F01_T2,F01_T2_R,1,S3012R01.jpg,01/2R/S3012R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2R/S3012R01.jpg,.jpg,16465,69feba18168707bb7e357d0c9287f40c50a563ab3adbfd22c6f6c664ad868bd6,640,480,L,JPEG,True,,True,1,2,R,1,True
1,2,R,F01_T2,F01_T2_R,2,S3012R02.jpg,01/2R/S3012R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2R/S3012R02.jpg,.jpg,17072,201803d9184b66dbb66ff05e9df78fd92e36c04b561aeed8dffb0ce2e308a62a,640,480,L,JPEG,True,,True,1,2,R,2,True
1,2,R,F01_T2,F01_T2_R,3,S3012R03.jpg,01/2R/S3012R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2R/S3012R03.jpg,.jpg,17710,667519ea0761a11d7d16a7ae4ec52b3ac09424777bd68baf3ce471dc2961faea,640,480,L,JPEG,True,,True,1,2,R,3,True
1,2,R,F01_T2,F01_T2_R,4,S3012R04.jpg,01/2R/S3012R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2R/S3012R04.jpg,.jpg,17120,76fce5825a6b19a3a0912596dccca060f7ee496ce19801c247ba0129af521958,640,480,L,JPEG,True,,True,1,2,R,4,True
1,2,R,F01_T2,F01_T2_R,5,S3012R05.jpg,01/2R/S3012R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2R/S3012R05.jpg,.jpg,17159,e79385a795e0b4eaa150b05d0851e1fffc3fb3b7efbb6c83a139d93ef4233faf,640,480,L,JPEG,True,,True,1,2,R,5,True
1,2,R,F01_T2,F01_T2_R,6,S3012R06.jpg,01/2R/S3012R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2R/S3012R06.jpg,.jpg,17910,31c94048aa626efe212f3d4982714943ceb28c2700365a4310659df0f3aab795,640,480,L,JPEG,True,,True,1,2,R,6,True
1,2,R,F01_T2,F01_T2_R,7,S3012R07.jpg,01/2R/S3012R07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2R/S3012R07.jpg,.jpg,18397,cd8441e2de18b18ad942ce0323f8461491e1c5dbd7ea5ff1daddd662d6b0bcbf,640,480,L,JPEG,True,,True,1,2,R,7,True
2,1,L,F02_T1,F02_T1_L,1,S3021L01.jpg,02/1L/S3021L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1L/S3021L01.jpg,.jpg,19656,e8a98fb8a5a5f37149955d483156e806cd27214cb33d98309cac037149469133,640,480,L,JPEG,True,,True,2,1,L,1,True
2,1,L,F02_T1,F02_T1_L,2,S3021L02.jpg,02/1L/S3021L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1L/S3021L02.jpg,.jpg,16668,f868532e755971cd7897d4237db8f1c9ea3aff0129172549e899978450f3cd90,640,480,L,JPEG,True,,True,2,1,L,2,True
2,1,L,F02_T1,F02_T1_L,3,S3021L03.jpg,02/1L/S3021L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1L/S3021L03.jpg,.jpg,20601,97fea426d3b9943f6509a038e6f47bc6d4eaa2f2142b9e9aad98f26511b0d065,640,480,L,JPEG,True,,True,2,1,L,3,True
2,1,L,F02_T1,F02_T1_L,4,S3021L04.jpg,02/1L/S3021L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1L/S3021L04.jpg,.jpg,19621,7d9b7c35c69b4a9003e29e9514e3ca5e2ff8e861c236fe120be24b768df4c4c5,640,480,L,JPEG,True,,True,2,1,L,4,True
2,1,L,F02_T1,F02_T1_L,5,S3021L05.jpg,02/1L/S3021L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1L/S3021L05.jpg,.jpg,20750,e543d5972bf4f0eca06f27905a6d4b1035a168d352f1854287a9c4afc8dac5a9,640,480,L,JPEG,True,,True,2,1,L,5,True
2,1,L,F02_T1,F02_T1_L,6,S3021L06.jpg,02/1L/S3021L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1L/S3021L06.jpg,.jpg,21270,3c6b469062a2edd7c4301037a51dde6d12e8c9689b836d556c11782c47891f07,640,480,L,JPEG,True,,True,2,1,L,6,True
2,1,R,F02_T1,F02_T1_R,1,S3021R01.jpg,02/1R/S3021R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1R/S3021R01.jpg,.jpg,17083,2524e2e3c50ae8d8d7f20e500d6b5d90d4715b142823faf837f99d68eefe2b62,640,480,L,JPEG,True,,True,2,1,R,1,True
2,1,R,F02_T1,F02_T1_R,2,S3021R02.jpg,02/1R/S3021R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1R/S3021R02.jpg,.jpg,16805,d439a3519ff5349eafef3311780f996cf763e565c4dc8d9d382a07ee0e6f9ac0,640,480,L,JPEG,True,,True,2,1,R,2,True
2,1,R,F02_T1,F02_T1_R,3,S3021R03.jpg,02/1R/S3021R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1R/S3021R03.jpg,.jpg,17599,1f7a65196c31a8b7a021ecae77e13a6871c10fc777ffe51af6d943170738cb37,640,480,L,JPEG,True,,True,2,1,R,3,True
2,1,R,F02_T1,F02_T1_R,4,S3021R04.jpg,02/1R/S3021R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1R/S3021R04.jpg,.jpg,21446,3a2d6e937ecadd1f3c8eb9852f09dc42741a79cfdaab908a406ab617ee86af87,640,480,L,JPEG,True,,True,2,1,R,4,True
2,1,R,F02_T1,F02_T1_R,5,S3021R05.jpg,02/1R/S3021R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1R/S3021R05.jpg,.jpg,21826,d1624e7f84d9e2e0f933e5bada5e8fa1d3c59e59e92c860b695abdda0365a907,640,480,L,JPEG,True,,True,2,1,R,5,True
2,1,R,F02_T1,F02_T1_R,6,S3021R06.jpg,02/1R/S3021R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1R/S3021R06.jpg,.jpg,20442,cdd5f4b6e1a41f0a8e87045ecb23ae292f3dcdee91b0c4098a6b60d20f2768c6,640,480,L,JPEG,True,,True,2,1,R,6,True
