family_id,twin_id,eye,subject_id,iris_id,folder_class,filename,stem,source_path,segmentation_overlay_path,has_segmentation_overlay
3,1,L,F03_T1,F03_T1_L,1L,S3031L06.jpg,S3031L06,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/1L/S3031L06.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__1L__S3031L06.jpg.png,True
3,1,R,F03_T1,F03_T1_R,1R,S3031R09.jpg,S3031R09,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/1R/S3031R09.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__1R__S3031R09.jpg.png,True
3,2,L,F03_T2,F03_T2_L,2L,S3032L08.jpg,S3032L08,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2L/S3032L08.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2L__S3032L08.jpg.png,True
3,2,L,F03_T2,F03_T2_L,2L,S3032L10.jpg,S3032L10,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2L/S3032L10.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2L__S3032L10.jpg.png,True
3,2,L,F03_T2,F03_T2_L,2L,S3032L09.jpg,S3032L09,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2L/S3032L09.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2L__S3032L09.jpg.png,True
3,2,L,F03_T2,F03_T2_L,2L,S3032L05.jpg,S3032L05,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2L/S3032L05.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2L__S3032L05.jpg.png,True
3,2,L,F03_T2,F03_T2_L,2L,S3032L06.jpg,S3032L06,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2L/S3032L06.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2L__S3032L06.jpg.png,True
3,2,R,F03_T2,F03_T2_R,2R,S3032R10.jpg,S3032R10,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2R/S3032R10.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2R__S3032R10.jpg.png,True
3,2,R,F03_T2,F03_T2_R,2R,S3032R05.jpg,S3032R05,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2R/S3032R05.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2R__S3032R05.jpg.png,True
3,2,R,F03_T2,F03_T2_R,2R,S3032R04.jpg,S3032R04,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2R/S3032R04.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2R__S3032R04.jpg.png,True
3,2,R,F03_T2,F03_T2_R,2R,S3032R07.jpg,S3032R07,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2R/S3032R07.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2R__S3032R07.jpg.png,True
3,2,R,F03_T2,F03_T2_R,2R,S3032R06.jpg,S3032R06,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/03/2R/S3032R06.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/03__2R__S3032R06.jpg.png,True
4,1,L,F04_T1,F04_T1_L,1L,S3041L03.jpg,S3041L03,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/04/1L/S3041L03.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/04__1L__S3041L03.jpg.png,True
4,1,L,F04_T1,F04_T1_L,1L,S3041L06.jpg,S3041L06,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/04/1L/S3041L06.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/04__1L__S3041L06.jpg.png,True
4,1,L,F04_T1,F04_T1_L,1L,S3041L05.jpg,S3041L05,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/04/1L/S3041L05.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/04__1L__S3041L05.jpg.png,True
4,1,L,F04_T1,F04_T1_L,1L,S3041L04.jpg,S3041L04,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/04/1L/S3041L04.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/04__1L__S3041L04.jpg.png,True
4,1,R,F04_T1,F04_T1_R,1R,S3041R01.jpg,S3041R01,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/04/1R/S3041R01.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/04__1R__S3041R01.jpg.png,True
4,2,L,F04_T2,F04_T2_L,2L,S3042L08.jpg,S3042L08,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/04/2L/S3042L08.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/04__2L__S3042L08.jpg.png,True
4,2,R,F04_T2,F04_T2_R,2R,S3042R07.jpg,S3042R07,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/04/2R/S3042R07.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/04__2R__S3042R07.jpg.png,True
4,2,R,F04_T2,F04_T2_R,2R,S3042R08.jpg,S3042R08,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/04/2R/S3042R08.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/04__2R__S3042R08.jpg.png,True
0,2,L,F00_T2,F00_T2_L,2L,S3002L02.jpg,S3002L02,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/00/2L/S3002L02.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/00__2L__S3002L02.jpg.png,True
8,2,R,F08_T2,F08_T2_R,2R,S3082R05.jpg,S3082R05,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/08/2R/S3082R05.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/08__2R__S3082R05.jpg.png,True
8,2,R,F08_T2,F08_T2_R,2R,S3082R02.jpg,S3082R02,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/08/2R/S3082R02.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/08__2R__S3082R02.jpg.png,True
8,2,R,F08_T2,F08_T2_R,2R,S3082R06.jpg,S3082R06,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/08/2R/S3082R06.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/08__2R__S3082R06.jpg.png,True
8,2,R,F08_T2,F08_T2_R,2R,S3082R01.jpg,S3082R01,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/08/2R/S3082R01.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/08__2R__S3082R01.jpg.png,True
8,2,R,F08_T2,F08_T2_R,2R,S3082R04.jpg,S3082R04,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/08/2R/S3082R04.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/08__2R__S3082R04.jpg.png,True
6,1,L,F06_T1,F06_T1_L,1L,S3061L03.jpg,S3061L03,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/06/1L/S3061L03.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/06__1L__S3061L03.jpg.png,True
6,1,L,F06_T1,F06_T1_L,1L,S3061L02.jpg,S3061L02,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/06/1L/S3061L02.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/06__1L__S3061L02.jpg.png,True
6,1,R,F06_T1,F06_T1_R,1R,S3061R01.jpg,S3061R01,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/06/1R/S3061R01.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/06__1R__S3061R01.jpg.png,True
6,1,R,F06_T1,F06_T1_R,1R,S3061R04.jpg,S3061R04,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/06/1R/S3061R04.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/06__1R__S3061R04.jpg.png,True
6,1,R,F06_T1,F06_T1_R,1R,S3061R07.jpg,S3061R07,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/06/1R/S3061R07.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/06__1R__S3061R07.jpg.png,True
6,1,R,F06_T1,F06_T1_R,1R,S3061R08.jpg,S3061R08,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/06/1R/S3061R08.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/06__1R__S3061R08.jpg.png,True
6,2,L,F06_T2,F06_T2_L,2L,S3062L03.jpg,S3062L03,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/06/2L/S3062L03.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/06__2L__S3062L03.jpg.png,True
6,2,L,F06_T2,F06_T2_L,2L,S3062L05.jpg,S3062L05,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/raw/CASIA-Iris-Twins/06/2L/S3062L05.jpg,/Users/sarahoualli/Desktop/Casia_Iris_Twins/data/segmentation_daugman/overlays/06__2L__S3062L05.jpg.png,True
