impostor_set,threshold,FAR,FRR,GAR,GRR,abs_FAR_minus_FRR
all_impostor,0.073,0.0,1.0,0.0,1.0,1.0
all_impostor,0.074,0.0,1.0,0.0,1.0,1.0
all_impostor,0.075,0.0,1.0,0.0,1.0,1.0
all_impostor,0.076,0.0,1.0,0.0,1.0,1.0
all_impostor,0.077,0.0,1.0,0.0,1.0,1.0
all_impostor,0.078,0.0,1.0,0.0,1.0,1.0
all_impostor,0.079,0.0,1.0,0.0,1.0,1.0
all_impostor,0.08,0.0,1.0,0.0,1.0,1.0
all_impostor,0.081,0.0,1.0,0.0,1.0,1.0
all_impostor,0.082,0.0,1.0,0.0,1.0,1.0
all_impostor,0.083,0.0,1.0,0.0,1.0,1.0
all_impostor,0.084,0.0,1.0,0.0,1.0,1.0
all_impostor,0.085,0.0,1.0,0.0,1.0,1.0
all_impostor,0.08600000000000001,0.0,1.0,0.0,1.0,1.0
all_impostor,0.08700000000000001,0.0,1.0,0.0,1.0,1.0
all_impostor,0.088,0.0,1.0,0.0,1.0,1.0
all_impostor,0.089,0.0,1.0,0.0,1.0,1.0
all_impostor,0.09,0.0,1.0,0.0,1.0,1.0
all_impostor,0.091,0.0,1.0,0.0,1.0,1.0
all_impostor,0.092,0.0,1.0,0.0,1.0,1.0
all_impostor,0.093,0.0,1.0,0.0,1.0,1.0
all_impostor,0.094,0.0,1.0,0.0,1.0,1.0
all_impostor,0.095,0.0,1.0,0.0,1.0,1.0
all_impostor,0.096,0.0,1.0,0.0,1.0,1.0
all_impostor,0.097,0.0,1.0,0.0,1.0,1.0
all_impostor,0.098,0.0,1.0,0.0,1.0,1.0
all_impostor,0.099,0.0,1.0,0.0,1.0,1.0
all_impostor,0.1,0.0,1.0,0.0,1.0,1.0
all_impostor,0.101,0.0,1.0,0.0,1.0,1.0
all_impostor,0.10200000000000001,0.0,1.0,0.0,1.0,1.0
all_impostor,0.10300000000000001,0.0,1.0,0.0,1.0,1.0
all_impostor,0.10400000000000001,0.0,1.0,0.0,1.0,1.0
all_impostor,0.105,0.0,1.0,0.0,1.0,1.0
all_impostor,0.106,0.0,1.0,0.0,1.0,1.0
all_impostor,0.107,0.0,1.0,0.0,1.0,1.0
all_impostor,0.108,0.0,1.0,0.0,1.0,1.0
all_impostor,0.109,0.0,1.0,0.0,1.0,1.0
all_impostor,0.11,0.0,1.0,0.0,1.0,1.0
all_impostor,0.111,0.0,1.0,0.0,1.0,1.0
all_impostor,0.112,0.0,1.0,0.0,1.0,1.0
all_impostor,0.113,0.0,1.0,0.0,1.0,1.0
all_impostor,0.114,0.0,1.0,0.0,1.0,1.0
all_impostor,0.115,0.0,0.9997489959839357,0.00025100401606426015,1.0,0.9997489959839357
all_impostor,0.116,0.0,0.9997489959839357,0.00025100401606426015,1.0,0.9997489959839357
all_impostor,0.117,0.0,0.9997489959839357,0.00025100401606426015,1.0,0.9997489959839357
all_impostor,0.11800000000000001,0.0,0.9997489959839357,0.00025100401606426015,1.0,0.9997489959839357
all_impostor,0.11900000000000001,0.0,0.9997489959839357,0.00025100401606426015,1.0,0.9997489959839357
all_impostor,0.12,0.0,0.9997489959839357,0.00025100401606426015,1.0,0.9997489959839357
all_impostor,0.121,0.0,0.9997489959839357,0.00025100401606426015,1.0,0.9997489959839357
all_impostor,0.122,0.0,0.9994979919678715,0.0005020080321285203,1.0,0.9994979919678715
all_impostor,0.123,0.0,0.9994979919678715,0.0005020080321285203,1.0,0.9994979919678715
all_impostor,0.124,0.0,0.9994979919678715,0.0005020080321285203,1.0,0.9994979919678715
all_impostor,0.125,0.0,0.9994979919678715,0.0005020080321285203,1.0,0.9994979919678715
all_impostor,0.126,0.0,0.9992469879518072,0.0007530120481927804,1.0,0.9992469879518072
all_impostor,0.127,0.0,0.998995983935743,0.0010040160642570406,1.0,0.998995983935743
all_impostor,0.128,0.0,0.9987449799196787,0.0012550200803213007,1.0,0.9987449799196787
all_impostor,0.129,0.0,0.9982429718875502,0.001757028112449821,1.0,0.9982429718875502
all_impostor,0.13,0.0,0.9982429718875502,0.001757028112449821,1.0,0.9982429718875502
all_impostor,0.131,0.0,0.9982429718875502,0.001757028112449821,1.0,0.9982429718875502
all_impostor,0.132,0.0,0.9982429718875502,0.001757028112449821,1.0,0.9982429718875502
all_impostor,0.133,0.0,0.9979919678714859,0.002008032128514081,1.0,0.9979919678714859
all_impostor,0.134,0.0,0.9977409638554217,0.0022590361445783413,1.0,0.9977409638554217
all_impostor,0.135,0.0,0.9977409638554217,0.0022590361445783413,1.0,0.9977409638554217
all_impostor,0.136,0.0,0.9977409638554217,0.0022590361445783413,1.0,0.9977409638554217
all_impostor,0.137,0.0,0.9977409638554217,0.0022590361445783413,1.0,0.9977409638554217
all_impostor,0.138,0.0,0.9974899598393574,0.0025100401606426015,1.0,0.9974899598393574
all_impostor,0.139,0.0,0.9972389558232931,0.0027610441767068616,1.0,0.9972389558232931
all_impostor,0.14,0.0,0.9967369477911646,0.003263052208835382,1.0,0.9967369477911646
all_impostor,0.14100000000000001,0.0,0.9964859437751004,0.003514056224899642,1.0,0.9964859437751004
all_impostor,0.14200000000000002,0.0,0.9964859437751004,0.003514056224899642,1.0,0.9964859437751004
all_impostor,0.14300000000000002,0.0,0.9964859437751004,0.003514056224899642,1.0,0.9964859437751004
all_impostor,0.14400000000000002,0.0,0.9962349397590361,0.0037650602409639022,1.0,0.9962349397590361
all_impostor,0.145,0.0,0.9952309236947792,0.004769076305220832,1.0,0.9952309236947792
all_impostor,0.146,0.0,0.9949799196787149,0.005020080321285092,1.0,0.9949799196787149
all_impostor,0.147,0.0,0.9944779116465864,0.005522088353413612,1.0,0.9944779116465864
all_impostor,0.148,0.0,0.9939759036144579,0.0060240963855421326,1.0,0.9939759036144579
all_impostor,0.149,0.0,0.9939759036144579,0.0060240963855421326,1.0,0.9939759036144579
all_impostor,0.15,0.0,0.9937248995983936,0.006275100401606393,1.0,0.9937248995983936
all_impostor,0.151,0.0,0.9927208835341366,0.007279116465863433,1.0,0.9927208835341366
all_impostor,0.152,0.0,0.9927208835341366,0.007279116465863433,1.0,0.9927208835341366
all_impostor,0.153,0.0,0.9919678714859438,0.008032128514056214,1.0,0.9919678714859438
all_impostor,0.154,0.0,0.9914658634538153,0.008534136546184734,1.0,0.9914658634538153
all_impostor,0.155,0.0,0.991214859437751,0.008785140562248994,1.0,0.991214859437751
all_impostor,0.156,0.0,0.9904618473895582,0.009538152610441775,1.0,0.9904618473895582
all_impostor,0.157,0.0,0.9892068273092369,0.010793172690763075,1.0,0.9892068273092369
all_impostor,0.158,0.0,0.9879518072289156,0.012048192771084376,1.0,0.9879518072289156
all_impostor,0.159,0.0,0.9871987951807228,0.012801204819277157,1.0,0.9871987951807228
all_impostor,0.16,0.0,0.9861947791164659,0.013805220883534086,1.0,0.9861947791164659
all_impostor,0.161,0.0,0.9854417670682731,0.014558232931726867,1.0,0.9854417670682731
all_impostor,0.162,0.0,0.9849397590361446,0.015060240963855387,1.0,0.9849397590361446
all_impostor,0.163,0.0,0.983433734939759,0.016566265060240948,1.0,0.983433734939759
all_impostor,0.164,0.0,0.9821787148594378,0.01782128514056225,1.0,0.9821787148594378
all_impostor,0.165,0.0,0.9821787148594378,0.01782128514056225,1.0,0.9821787148594378
all_impostor,0.166,0.0,0.9816767068273092,0.01832329317269077,1.0,0.9816767068273092
all_impostor,0.167,0.0,0.9806726907630522,0.01932730923694781,1.0,0.9806726907630522
all_impostor,0.168,0.0,0.9796686746987951,0.02033132530120485,1.0,0.9796686746987951
all_impostor,0.169,0.0,0.9789156626506024,0.02108433734939763,1.0,0.9789156626506024
all_impostor,0.17,0.0,0.9784136546184738,0.02158634538152615,1.0,0.9784136546184738
all_impostor,0.171,0.0,0.9774096385542169,0.02259036144578308,1.0,0.9774096385542169
all_impostor,0.17200000000000001,0.0,0.9764056224899599,0.02359437751004012,1.0,0.9764056224899599
all_impostor,0.17300000000000001,0.0,0.9751506024096386,0.02484939759036142,1.0,0.9751506024096386
all_impostor,0.17400000000000002,0.0,0.973644578313253,0.026355421686746983,1.0,0.973644578313253
all_impostor,0.17500000000000002,0.0,0.9723895582329317,0.027610441767068283,1.0,0.9723895582329317
all_impostor,0.176,0.0,0.9721385542168675,0.027861445783132543,1.0,0.9721385542168675
all_impostor,0.177,0.0,0.9716365461847389,0.028363453815261064,1.0,0.9716365461847389
all_impostor,0.178,0.0,0.9708835341365462,0.029116465863453844,1.0,0.9708835341365462
all_impostor,0.179,0.0,0.9701305220883534,0.029869477911646625,1.0,0.9701305220883534
all_impostor,0.18,0.0,0.9691265060240963,0.030873493975903665,1.0,0.9691265060240963
all_impostor,0.181,0.0,0.9678714859437751,0.032128514056224855,1.0,0.9678714859437751
all_impostor,0.182,0.0,0.9668674698795181,0.033132530120481896,1.0,0.9668674698795181
all_impostor,0.183,0.0,0.9663654618473896,0.033634538152610416,1.0,0.9663654618473896
all_impostor,0.184,0.0,0.9658634538152611,0.034136546184738936,1.0,0.9658634538152611
all_impostor,0.185,0.0,0.9643574297188755,0.0356425702811245,1.0,0.9643574297188755
all_impostor,0.186,0.0,0.9631024096385542,0.0368975903614458,1.0,0.9631024096385542
all_impostor,0.187,0.0,0.9615963855421686,0.03840361445783136,1.0,0.9615963855421686
all_impostor,0.188,0.0,0.9605923694779116,0.0394076305220884,1.0,0.9605923694779116
all_impostor,0.189,0.0,0.9595883534136547,0.04041164658634533,1.0,0.9595883534136547
all_impostor,0.19,0.0,0.9580823293172691,0.04191767068273089,1.0,0.9580823293172691
all_impostor,0.191,0.0,0.9558232931726908,0.04417670682730923,1.0,0.9558232931726908
all_impostor,0.192,0.0,0.9538152610441767,0.04618473895582331,1.0,0.9538152610441767
all_impostor,0.193,0.0,0.9523092369477911,0.04769076305220887,1.0,0.9523092369477911
all_impostor,0.194,0.0,0.9508032128514057,0.04919678714859432,1.0,0.9508032128514057
all_impostor,0.195,0.0,0.9490461847389559,0.050953815261044144,1.0,0.9490461847389559
all_impostor,0.196,0.0,0.9480421686746988,0.051957831325301185,1.0,0.9480421686746988
all_impostor,0.197,0.0,0.947289156626506,0.052710843373493965,1.0,0.947289156626506
all_impostor,0.198,0.0,0.945281124497992,0.054718875502008046,1.0,0.945281124497992
all_impostor,0.199,0.0,0.9435240963855421,0.05647590361445787,1.0,0.9435240963855421
all_impostor,0.2,0.0,0.9405120481927711,0.05948795180722888,1.0,0.9405120481927711
all_impostor,0.201,0.0,0.9392570281124498,0.06074297188755018,1.0,0.9392570281124498
all_impostor,0.202,0.0,0.9377510040160643,0.06224899598393574,1.0,0.9377510040160643
all_impostor,0.203,0.0,0.9347389558232931,0.06526104417670686,1.0,0.9347389558232931
all_impostor,0.20400000000000001,0.0,0.9329819277108434,0.06701807228915657,1.0,0.9329819277108434
all_impostor,0.20500000000000002,0.0,0.9312248995983936,0.06877510040160639,1.0,0.9312248995983936
all_impostor,0.20600000000000002,0.0,0.9269578313253012,0.07304216867469882,1.0,0.9269578313253012
all_impostor,0.20700000000000002,0.0,0.9257028112449799,0.07429718875502012,1.0,0.9257028112449799
all_impostor,0.20800000000000002,0.0,0.9234437751004017,0.07655622489959835,1.0,0.9234437751004017
all_impostor,0.209,0.0,0.9216867469879518,0.07831325301204817,1.0,0.9216867469879518
all_impostor,0.21,0.0,0.9196787148594378,0.08032128514056225,1.0,0.9196787148594378
all_impostor,0.211,0.0,0.9156626506024096,0.08433734939759041,1.0,0.9156626506024096
all_impostor,0.212,0.0,0.9126506024096386,0.08734939759036142,1.0,0.9126506024096386
all_impostor,0.213,0.0,0.9118975903614458,0.0881024096385542,1.0,0.9118975903614458
all_impostor,0.214,0.0,0.9091365461847389,0.09086345381526106,1.0,0.9091365461847389
all_impostor,0.215,0.0,0.9048694779116466,0.09513052208835338,1.0,0.9048694779116466
all_impostor,0.216,0.0,0.9041164658634538,0.09588353413654616,1.0,0.9041164658634538
all_impostor,0.217,0.0,0.9008534136546185,0.09914658634538154,1.0,0.9008534136546185
all_impostor,0.218,0.0,0.8983433734939759,0.10165662650602414,1.0,0.8983433734939759
all_impostor,0.219,0.0,0.8955823293172691,0.10441767068273089,1.0,0.8955823293172691
all_impostor,0.22,0.0,0.893574297188755,0.10642570281124497,1.0,0.893574297188755
all_impostor,0.221,0.0,0.891566265060241,0.10843373493975905,1.0,0.891566265060241
all_impostor,0.222,0.0,0.8883032128514057,0.11169678714859432,1.0,0.8883032128514057
all_impostor,0.223,0.0,0.8862951807228916,0.1137048192771084,1.0,0.8862951807228916
all_impostor,0.224,0.0,0.882781124497992,0.11721887550200805,1.0,0.882781124497992
all_impostor,0.225,0.0,0.8797690763052208,0.12023092369477917,1.0,0.8797690763052208
all_impostor,0.226,0.0,0.8762550200803213,0.1237449799196787,1.0,0.8762550200803213
all_impostor,0.227,0.0,0.8742469879518072,0.12575301204819278,1.0,0.8742469879518072
all_impostor,0.228,0.0,0.8707329317269076,0.12926706827309242,1.0,0.8707329317269076
all_impostor,0.229,0.0,0.8689759036144579,0.13102409638554213,1.0,0.8689759036144579
all_impostor,0.23,0.0,0.8669678714859438,0.1330321285140562,1.0,0.8669678714859438
all_impostor,0.231,0.0,0.8657128514056225,0.13428714859437751,1.0,0.8657128514056225
all_impostor,0.232,0.0,0.8616967871485943,0.13830321285140568,1.0,0.8616967871485943
all_impostor,0.233,0.0,0.8589357429718876,0.14106425702811243,1.0,0.8589357429718876
all_impostor,0.234,0.0,0.856425702811245,0.14357429718875503,1.0,0.856425702811245
all_impostor,0.23500000000000001,0.0,0.8536646586345381,0.1463353413654619,1.0,0.8536646586345381
all_impostor,0.23600000000000002,0.0,0.8498995983935743,0.15010040160642568,1.0,0.8498995983935743
all_impostor,0.23700000000000002,0.0,0.8473895582329317,0.15261044176706828,1.0,0.8473895582329317
all_impostor,0.23800000000000002,0.0,0.8438755020080321,0.15612449799196793,1.0,0.8438755020080321
all_impostor,0.23900000000000002,0.0,0.8393574297188755,0.1606425702811245,1.0,0.8393574297188755
all_impostor,0.24,0.0,0.8350903614457831,0.16490963855421692,1.0,0.8350903614457831
all_impostor,0.241,0.0,0.8318273092369478,0.1681726907630522,1.0,0.8318273092369478
all_impostor,0.242,0.0,0.8280622489959839,0.1719377510040161,1.0,0.8280622489959839
all_impostor,0.243,0.0,0.8245481927710844,0.17545180722891562,1.0,0.8245481927710844
all_impostor,0.244,0.0,0.8217871485943775,0.17821285140562249,1.0,0.8217871485943775
all_impostor,0.245,0.0,0.8157630522088354,0.18423694779116462,1.0,0.8157630522088354
all_impostor,0.246,0.0,0.8125,0.1875,1.0,0.8125
all_impostor,0.247,0.0,0.8104919678714859,0.18950803212851408,1.0,0.8104919678714859
all_impostor,0.248,0.0,0.8079819277108434,0.19201807228915657,1.0,0.8079819277108434
all_impostor,0.249,0.0,0.8032128514056225,0.19678714859437751,1.0,0.8032128514056225
all_impostor,0.25,0.0,0.8002008032128514,0.19979919678714864,1.0,0.8002008032128514
all_impostor,0.251,0.0,0.7954317269076305,0.20456827309236947,1.0,0.7954317269076305
all_impostor,0.252,0.0,0.7911646586345381,0.2088353413654619,1.0,0.7911646586345381
all_impostor,0.253,0.0,0.7871485943775101,0.21285140562248994,1.0,0.7871485943775101
all_impostor,0.254,0.0,0.7838855421686747,0.21611445783132532,1.0,0.7838855421686747
all_impostor,0.255,0.0,0.7796184738955824,0.22038152610441764,1.0,0.7796184738955824
all_impostor,0.256,0.0,0.776355421686747,0.22364457831325302,1.0,0.776355421686747
all_impostor,0.257,0.0,0.7728413654618473,0.22715863453815266,1.0,0.7728413654618473
all_impostor,0.258,0.0,0.7673192771084337,0.23268072289156627,1.0,0.7673192771084337
all_impostor,0.259,0.0,0.7648092369477911,0.23519076305220887,1.0,0.7648092369477911
all_impostor,0.26,0.0,0.7605421686746988,0.23945783132530118,1.0,0.7605421686746988
all_impostor,0.261,0.0,0.7560240963855421,0.24397590361445787,1.0,0.7560240963855421
all_impostor,0.262,0.0,0.7525100401606426,0.2474899598393574,1.0,0.7525100401606426
all_impostor,0.263,0.0,0.7482429718875502,0.2517570281124498,1.0,0.7482429718875502
all_impostor,0.264,0.0,0.7437248995983936,0.2562751004016064,1.0,0.7437248995983936
all_impostor,0.265,0.0,0.7397088353413654,0.26029116465863456,1.0,0.7397088353413654
all_impostor,0.266,0.0,0.7366967871485943,0.2633032128514057,1.0,0.7366967871485943
all_impostor,0.267,0.0,0.732429718875502,0.267570281124498,1.0,0.732429718875502
all_impostor,0.268,0.0,0.7274096385542169,0.2725903614457831,1.0,0.7274096385542169
all_impostor,0.269,0.0,0.7233935742971888,0.27660642570281124,1.0,0.7233935742971888
all_impostor,0.27,0.0,0.7193775100401606,0.2806224899598394,1.0,0.7193775100401606
all_impostor,0.271,0.0,0.7156124497991968,0.2843875502008032,1.0,0.7156124497991968
all_impostor,0.272,0.0,0.7103413654618473,0.28965863453815266,1.0,0.7103413654618473
all_impostor,0.273,0.0,0.7058232931726908,0.29417670682730923,1.0,0.7058232931726908
all_impostor,0.274,0.0,0.7005522088353414,0.2994477911646586,1.0,0.7005522088353414
all_impostor,0.275,0.0,0.695281124497992,0.30471887550200805,1.0,0.695281124497992
all_impostor,0.276,0.0,0.6917670682730924,0.3082329317269076,1.0,0.6917670682730924
all_impostor,0.277,0.0,0.686495983935743,0.31350401606425704,1.0,0.686495983935743
all_impostor,0.278,0.0,0.6802208835341366,0.31977911646586343,1.0,0.6802208835341366
all_impostor,0.279,0.0,0.6757028112449799,0.3242971887550201,1.0,0.6757028112449799
all_impostor,0.28,0.0,0.6719377510040161,0.3280622489959839,1.0,0.6719377510040161
all_impostor,0.281,0.0,0.6676706827309237,0.33232931726907633,1.0,0.6676706827309237
all_impostor,0.28200000000000003,0.0,0.6616465863453815,0.33835341365461846,1.0,0.6616465863453815
all_impostor,0.28300000000000003,0.0,0.6553714859437751,0.34462851405622486,1.0,0.6553714859437751
all_impostor,0.28400000000000003,0.0,0.6490963855421686,0.35090361445783136,1.0,0.6490963855421686
all_impostor,0.28500000000000003,0.0,0.6428212851405622,0.35717871485943775,1.0,0.6428212851405622
all_impostor,0.28600000000000003,0.0,0.6352911646586346,0.36470883534136544,1.0,0.6352911646586346
all_impostor,0.28700000000000003,0.0,0.6307730923694779,0.3692269076305221,1.0,0.6307730923694779
all_impostor,0.28800000000000003,0.0,0.6244979919678715,0.3755020080321285,1.0,0.6244979919678715
all_impostor,0.289,0.0,0.6189759036144579,0.38102409638554213,1.0,0.6189759036144579
all_impostor,0.29,0.0,0.6137048192771084,0.3862951807228916,1.0,0.6137048192771084
all_impostor,0.291,0.0,0.607429718875502,0.392570281124498,1.0,0.607429718875502
all_impostor,0.292,0.0,0.6009036144578314,0.39909638554216864,1.0,0.6009036144578314
all_impostor,0.293,0.0,0.5946285140562249,0.40537148594377514,1.0,0.5946285140562249
all_impostor,0.294,0.0,0.5903614457831325,0.40963855421686746,1.0,0.5903614457831325
all_impostor,0.295,0.0,0.5835843373493976,0.41641566265060237,1.0,0.5835843373493976
all_impostor,0.296,0.0,0.5768072289156626,0.4231927710843374,1.0,0.5768072289156626
all_impostor,0.297,0.0,0.5685240963855421,0.43147590361445787,1.0,0.5685240963855421
all_impostor,0.298,0.0,0.5619979919678715,0.4380020080321285,1.0,0.5619979919678715
all_impostor,0.299,0.0,0.5552208835341366,0.44477911646586343,1.0,0.5552208835341366
all_impostor,0.3,0.0,0.5499497991967871,0.4500502008032129,1.0,0.5499497991967871
all_impostor,0.301,0.0,0.5451807228915663,0.45481927710843373,1.0,0.5451807228915663
all_impostor,0.302,0.0,0.5404116465863453,0.45958835341365467,1.0,0.5404116465863453
all_impostor,0.303,0.0,0.5348895582329317,0.4651104417670683,1.0,0.5348895582329317
all_impostor,0.304,0.0,0.5286144578313253,0.4713855421686747,1.0,0.5286144578313253
all_impostor,0.305,0.0,0.5220883534136547,0.47791164658634533,1.0,0.5220883534136547
all_impostor,0.306,0.0,0.5163152610441767,0.4836847389558233,1.0,0.5163152610441767
all_impostor,0.307,0.0,0.5085341365461847,0.49146586345381527,1.0,0.5085341365461847
all_impostor,0.308,0.0,0.5035140562248996,0.49648594377510036,1.0,0.5035140562248996
all_impostor,0.309,0.0,0.4994979919678715,0.5005020080321285,1.0,0.4994979919678715
all_impostor,0.31,0.0,0.4924698795180723,0.5075301204819277,1.0,0.4924698795180723
all_impostor,0.311,0.0,0.48744979919678716,0.5125502008032128,1.0,0.48744979919678716
all_impostor,0.312,0.0,0.4811746987951807,0.5188253012048193,1.0,0.4811746987951807
all_impostor,0.313,0.0,0.47615461847389556,0.5238453815261044,1.0,0.47615461847389556
all_impostor,0.314,0.0,0.47063253012048195,0.5293674698795181,1.0,0.47063253012048195
all_impostor,0.315,0.0,0.4656124497991968,0.5343875502008032,1.0,0.4656124497991968
all_impostor,0.316,0.0,0.4598393574297189,0.5401606425702812,1.0,0.4598393574297189
all_impostor,0.317,0.0,0.45456827309236947,0.5454317269076305,1.0,0.45456827309236947
all_impostor,0.318,0.0,0.4503012048192771,0.5496987951807228,1.0,0.4503012048192771
all_impostor,0.319,0.0,0.44327309236947793,0.5567269076305221,1.0,0.44327309236947793
all_impostor,0.32,0.0,0.4382530120481928,0.5617469879518072,1.0,0.4382530120481928
all_impostor,0.321,0.0,0.4314759036144578,0.5685240963855422,1.0,0.4314759036144578
all_impostor,0.322,0.0,0.42570281124497994,0.5742971887550201,1.0,0.42570281124497994
all_impostor,0.323,0.0,0.42043172690763053,0.5795682730923695,1.0,0.42043172690763053
all_impostor,0.324,0.0,0.41566265060240964,0.5843373493975903,1.0,0.41566265060240964
all_impostor,0.325,0.0,0.40963855421686746,0.5903614457831325,1.0,0.40963855421686746
all_impostor,0.326,0.0,0.4046184738955823,0.5953815261044177,1.0,0.4046184738955823
all_impostor,0.327,0.0,0.3990963855421687,0.6009036144578312,1.0,0.3990963855421687
all_impostor,0.328,1.68335998653312e-05,0.39407630522088355,0.6059236947791165,0.9999831664001346,0.39405947162101823
all_impostor,0.329,1.68335998653312e-05,0.3883032128514056,0.6116967871485943,0.9999831664001346,0.3882863792515403
all_impostor,0.33,1.68335998653312e-05,0.3832831325301205,0.6167168674698795,0.9999831664001346,0.38326629893025516
all_impostor,0.331,1.68335998653312e-05,0.3782630522088353,0.6217369477911647,0.9999831664001346,0.37824621860897
all_impostor,0.332,1.68335998653312e-05,0.37399598393574296,0.626004016064257,0.9999831664001346,0.37397915033587764
all_impostor,0.333,1.68335998653312e-05,0.3689759036144578,0.6310240963855422,0.9999831664001346,0.3689590700145925
all_impostor,0.334,3.36671997306624e-05,0.3649598393574297,0.6350401606425703,0.9999663328002694,0.36492617215769907
all_impostor,0.335,3.36671997306624e-05,0.3596887550200803,0.6403112449799198,0.9999663328002694,0.35965508782034966
all_impostor,0.336,3.36671997306624e-05,0.35542168674698793,0.6445783132530121,0.9999663328002694,0.3553880195472573
all_impostor,0.337,5.0500799595993605e-05,0.3526606425702811,0.6473393574297188,0.999949499200404,0.3526101417706851
all_impostor,0.338,5.0500799595993605e-05,0.3461345381526104,0.6538654618473896,0.999949499200404,0.3460840373530144
all_impostor,0.339,5.0500799595993605e-05,0.34236947791164657,0.6576305220883534,0.999949499200404,0.34231897711205056
