pair_id,sample_id_1,sample_id_2,image_1,image_2,code_path_1,code_path_2,family_id_1,family_id_2,subject_id_1,subject_id_2,iris_id_1,iris_id_2,twin_id_1,twin_id_2,eye_1,eye_2,relation,is_genuine,is_twin,is_unrelated,match_ok,hamming_distance,best_shift,common_bits,error,valid_bit_ratio_1,valid_bit_ratio_2,valid_bit_ratio_mean,valid_bit_ratio_min
10898,1218,1225,84/1R/S3841R01.jpg,84/1R/S3841R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/84__1R__S3841R01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/84__1R__S3841R09.jpg.npz,84,84,F84_T1,F84_T1,F84_T1_R,F84_T1_R,1,1,R,R,genuine,1,0,0,True,0.4746208291203235,14,19780,,0.191864013671875,0.217071533203125,0.2044677734375,0.191864013671875
6372,770,778,55/2R/S3552R02.jpg,55/2R/S3552R10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/55__2R__S3552R02.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/55__2R__S3552R10.jpg.npz,55,55,F55_T2,F55_T2,F55_T2_R,F55_T2_R,2,2,R,R,genuine,1,0,0,True,0.4738896041197296,2,24856,,0.214569091796875,0.21282958984375,0.2136993408203125,0.21282958984375
7656,918,919,64/1R/S3641R01.jpg,64/1R/S3641R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/64__1R__S3641R01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/64__1R__S3641R02.jpg.npz,64,64,F64_T1,F64_T1,F64_T1_R,F64_T1_R,1,1,R,R,genuine,1,0,0,True,0.4716448665113779,-12,22324,,0.206329345703125,0.206268310546875,0.206298828125,0.206268310546875
2731,325,327,24/2L/S3242L04.jpg,24/2L/S3242L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__2L__S3242L04.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__2L__S3242L09.jpg.npz,24,24,F24_T2,F24_T2,F24_T2_L,F24_T2_L,2,2,L,L,genuine,1,0,0,True,0.4702529539024796,-2,24036,,0.2109375,0.206451416015625,0.2086944580078125,0.206451416015625
2685,319,320,24/1L/S3241L04.jpg,24/1L/S3241L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__1L__S3241L04.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__1L__S3241L06.jpg.npz,24,24,F24_T1,F24_T1,F24_T1_L,F24_T1_L,1,1,L,L,genuine,1,0,0,True,0.4702325581395349,16,17200,,0.1866455078125,0.201416015625,0.19403076171875,0.1866455078125
11555,1291,1298,91/1R/S3911R01.jpg,91/1R/S3911R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/91__1R__S3911R01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/91__1R__S3911R09.jpg.npz,91,91,F91_T1,F91_T1,F91_T1_R,F91_T1_R,1,1,R,R,genuine,1,0,0,True,0.4702320027294439,0,23448,,0.204315185546875,0.20233154296875,0.2033233642578125,0.20233154296875
5068,612,613,44/2L/S3442L03.jpg,44/2L/S3442L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/44__2L__S3442L03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/44__2L__S3442L04.jpg.npz,44,44,F44_T2,F44_T2,F44_T2_L,F44_T2_L,2,2,L,L,genuine,1,0,0,True,0.4694108761329305,-2,23832,,0.2039794921875,0.211273193359375,0.2076263427734375,0.2039794921875
2725,324,325,24/2L/S3242L02.jpg,24/2L/S3242L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__2L__S3242L02.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__2L__S3242L04.jpg.npz,24,24,F24_T2,F24_T2,F24_T2_L,F24_T2_L,2,2,L,L,genuine,1,0,0,True,0.4673504541183839,-8,25544,,0.21868896484375,0.2109375,0.214813232421875,0.2109375
10912,1219,1226,84/1R/S3841R03.jpg,84/1R/S3841R10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/84__1R__S3841R03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/84__1R__S3841R10.jpg.npz,84,84,F84_T1,F84_T1,F84_T1_R,F84_T1_R,1,1,R,R,genuine,1,0,0,True,0.4671717171717172,16,22572,,0.212677001953125,0.22454833984375,0.2186126708984375,0.212677001953125
3897,462,466,34/2R/S3342R01.jpg,34/2R/S3342R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/34__2R__S3342R01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/34__2R__S3342R06.jpg.npz,34,34,F34_T2,F34_T2,F34_T2_R,F34_T2_R,2,2,R,R,genuine,1,0,0,True,0.4660046519949901,-14,22356,,0.207366943359375,0.223541259765625,0.2154541015625,0.207366943359375
11625,1295,1298,91/1R/S3911R05.jpg,91/1R/S3911R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/91__1R__S3911R05.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/91__1R__S3911R09.jpg.npz,91,91,F91_T1,F91_T1,F91_T1_R,F91_T1_R,1,1,R,R,genuine,1,0,0,True,0.4657258064516129,0,23808,,0.2073974609375,0.20233154296875,0.204864501953125,0.20233154296875
2720,323,325,24/2L/S3242L01.jpg,24/2L/S3242L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__2L__S3242L01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__2L__S3242L04.jpg.npz,24,24,F24_T2,F24_T2,F24_T2_L,F24_T2_L,2,2,L,L,genuine,1,0,0,True,0.4642059058260175,-10,25060,,0.223358154296875,0.2109375,0.2171478271484375,0.2109375
5080,613,616,44/2L/S3442L04.jpg,44/2L/S3442L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/44__2L__S3442L04.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/44__2L__S3442L07.jpg.npz,44,44,F44_T2,F44_T2,F44_T2_L,F44_T2_L,2,2,L,L,genuine,1,0,0,True,0.463604549431321,6,22860,,0.211273193359375,0.207977294921875,0.209625244140625,0.207977294921875
3769,447,448,33/2R/S3332R04.jpg,33/2R/S3332R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/33__2R__S3332R04.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/33__2R__S3332R05.jpg.npz,33,33,F33_T2,F33_T2,F33_T2_R,F33_T2_R,2,2,R,R,genuine,1,0,0,True,0.4633827831174258,-14,19144,,0.198089599609375,0.201385498046875,0.199737548828125,0.198089599609375
11608,1294,1297,91/1R/S3911R04.jpg,91/1R/S3911R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/91__1R__S3911R04.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/91__1R__S3911R08.jpg.npz,91,91,F91_T1,F91_T1,F91_T1_R,F91_T1_R,1,1,R,R,genuine,1,0,0,True,0.4633356978187622,10,22556,,0.20648193359375,0.207489013671875,0.2069854736328125,0.20648193359375
1771,190,194,13/2L/S3132L03.jpg,13/2L/S3132L08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/13__2L__S3132L03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/13__2L__S3132L08.jpg.npz,13,13,F13_T2,F13_T2,F13_T2_L,F13_T2_L,2,2,L,L,genuine,1,0,0,True,0.4630319589335983,10,24156,,0.215789794921875,0.209869384765625,0.21282958984375,0.209869384765625
2664,317,320,24/1L/S3241L01.jpg,24/1L/S3241L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__1L__S3241L01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__1L__S3241L06.jpg.npz,24,24,F24_T1,F24_T1,F24_T1_L,F24_T1_L,1,1,L,L,genuine,1,0,0,True,0.4627860696517413,12,20100,,0.204132080078125,0.201416015625,0.2027740478515625,0.201416015625
3896,462,465,34/2R/S3342R01.jpg,34/2R/S3342R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/34__2R__S3342R01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/34__2R__S3342R05.jpg.npz,34,34,F34_T2,F34_T2,F34_T2_R,F34_T2_R,2,2,R,R,genuine,1,0,0,True,0.4626151973569813,14,23004,,0.207366943359375,0.222991943359375,0.215179443359375,0.207366943359375
4580,546,549,39/2L/S3392L03.jpg,39/2L/S3392L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/39__2L__S3392L03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/39__2L__S3392L06.jpg.npz,39,39,F39_T2,F39_T2,F39_T2_L,F39_T2_L,2,2,L,L,genuine,1,0,0,True,0.4623213316446535,-16,22108,,0.21478271484375,0.216949462890625,0.2158660888671875,0.21478271484375
2675,318,320,24/1L/S3241L03.jpg,24/1L/S3241L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__1L__S3241L03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/24__1L__S3241L06.jpg.npz,24,24,F24_T1,F24_T1,F24_T1_L,F24_T1_L,1,1,L,L,genuine,1,0,0,True,0.4607540173053152,16,19416,,0.206695556640625,0.201416015625,0.2040557861328125,0.201416015625
5909,704,705,50/2L/S3502L08.jpg,50/2L/S3502L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/50__2L__S3502L08.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/50__2L__S3502L09.jpg.npz,50,50,F50_T2,F50_T2,F50_T2_L,F50_T2_L,2,2,L,L,genuine,1,0,0,True,0.4596412556053811,-2,24976,,0.212890625,0.208770751953125,0.2108306884765625,0.208770751953125
5369,658,661,48/2L/S3482L03.jpg,48/2L/S3482L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/48__2L__S3482L03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/48__2L__S3482L09.jpg.npz,48,48,F48_T2,F48_T2,F48_T2_L,F48_T2_L,2,2,L,L,genuine,1,0,0,True,0.4595564941921858,-14,18940,,0.17755126953125,0.21380615234375,0.1956787109375,0.17755126953125
3771,447,450,33/2R/S3332R04.jpg,33/2R/S3332R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/33__2R__S3332R04.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/33__2R__S3332R08.jpg.npz,33,33,F33_T2,F33_T2,F33_T2_R,F33_T2_R,2,2,R,R,genuine,1,0,0,True,0.4591256717651922,-14,19352,,0.198089599609375,0.20367431640625,0.2008819580078125,0.198089599609375
292,36,40,03/2R/S3032R05.jpg,03/2R/S3032R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R05.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R09.jpg.npz,3,3,F03_T2,F03_T2,F03_T2_R,F03_T2_R,2,2,R,R,genuine,1,0,0,True,0.4588006512301013,-16,22112,,0.215972900390625,0.211761474609375,0.2138671875,0.211761474609375
10910,1219,1224,84/1R/S3841R03.jpg,84/1R/S3841R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/84__1R__S3841R03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/84__1R__S3841R08.jpg.npz,84,84,F84_T1,F84_T1,F84_T1_R,F84_T1_R,1,1,R,R,genuine,1,0,0,True,0.4582626719427172,-16,21228,,0.212677001953125,0.219940185546875,0.21630859375,0.212677001953125
11319,1278,1280,90/2R/S3902R06.jpg,90/2R/S3902R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/90__2R__S3902R06.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/90__2R__S3902R08.jpg.npz,90,90,F90_T2,F90_T2,F90_T2_R,F90_T2_R,2,2,R,R,genuine,1,0,0,True,0.4579563597658329,-2,22548,,0.189117431640625,0.22198486328125,0.2055511474609375,0.189117431640625
11310,1276,1278,90/2R/S3902R04.jpg,90/2R/S3902R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/90__2R__S3902R04.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/90__2R__S3902R06.jpg.npz,90,90,F90_T2,F90_T2,F90_T2_R,F90_T2_R,2,2,R,R,genuine,1,0,0,True,0.4577457987251304,8,20708,,0.221160888671875,0.189117431640625,0.20513916015625,0.189117431640625
5368,658,660,48/2L/S3482L03.jpg,48/2L/S3482L08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/48__2L__S3482L03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/48__2L__S3482L08.jpg.npz,48,48,F48_T2,F48_T2,F48_T2_L,F48_T2_L,2,2,L,L,genuine,1,0,0,True,0.4574808184143222,0,21896,,0.17755126953125,0.2279052734375,0.202728271484375,0.17755126953125
3895,462,464,34/2R/S3342R01.jpg,34/2R/S3342R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/34__2R__S3342R01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/34__2R__S3342R03.jpg.npz,34,34,F34_T2,F34_T2,F34_T2_R,F34_T2_R,2,2,R,R,genuine,1,0,0,True,0.4571902848156561,16,22892,,0.207366943359375,0.22418212890625,0.2157745361328125,0.207366943359375
11775,1313,1315,92/1R/S3921R02.jpg,92/1R/S3921R10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/92__1R__S3921R02.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/92__1R__S3921R10.jpg.npz,92,92,F92_T1,F92_T1,F92_T1_R,F92_T1_R,1,1,R,R,genuine,1,0,0,True,0.4563978220180364,12,23508,,0.203826904296875,0.211700439453125,0.207763671875,0.203826904296875
