probe_relative_path,probe_code_path,probe_family_id,probe_subject_id,probe_iris_id,probe_eye,true_rank,rank1_correct,true_score,rank1_score,best_impostor_score,margin_best_impostor_minus_true,rank1_gallery_iris_id,rank1_gallery_subject_id,rank1_gallery_family_id,rank1_gallery_eye,rank1_relation_to_probe,rank1_is_twin,rank1_is_twin_same_eye,rank1_is_twin_cross_eye,best_impostor_iris_id,best_impostor_subject_id,best_impostor_family_id,best_impostor_eye,best_impostor_relation_to_probe,best_impostor_is_twin,best_impostor_is_twin_same_eye,best_impostor_is_twin_cross_eye,min_twin_rank,best_twin_score,margin_best_twin_minus_true,min_twin_same_eye_rank,best_twin_same_eye_score,min_twin_cross_eye_rank,best_twin_cross_eye_score,true_common_bits,true_best_shift,valid_bit_ratio,bit_one_ratio,brightness,contrast,focus_score,dark_ratio,bright_ratio
02/1R/S3021R09.jpg,data/features/daugman_strict_v3/gabor_codes/02__1R__S3021R09.jpg.npz,2,F02_T1,F02_T1_R,R,1,True,0.3059369066744559,0.3059369066744559,0.3698804710845491,0.0639435644100931,F02_T1_R,F02_T1,2,R,genuine_gallery,False,False,False,F51_T1_L,F51_T1,51,L,unrelated,False,False,False,38.0,0.411223816592446,0.10528690991799,38.0,0.411223816592446,159.0,0.440399632521819,27388,0,0.219390869140625,0.5129016553067186,118.33251190185548,42.591182708740234,41.97640969974729,0.0024446614583333,0.0001692708333333
02/1R/S3021R05.jpg,data/features/daugman_strict_v3/gabor_codes/02__1R__S3021R05.jpg.npz,2,F02_T1,F02_T1_R,R,1,True,0.2687000726216412,0.2687000726216412,0.3522177755544439,0.0835177029328026,F02_T1_R,F02_T1,2,R,genuine_gallery,False,False,False,F90_T2_R,F90_T2,90,R,unrelated,False,False,False,48.0,0.4070685023505708,0.1383684297289296,48.0,0.4070685023505708,103.0,0.4212657232704402,27540,0,0.217041015625,0.5086473565804275,123.32589721679688,38.99602508544922,49.72341520435543,0.0015071614583333,0.0001497395833333
02/1R/S3021R07.jpg,data/features/daugman_strict_v3/gabor_codes/02__1R__S3021R07.jpg.npz,2,F02_T1,F02_T1_R,R,1,True,0.2973626373626373,0.2973626373626373,0.3730372201221285,0.0756745827594911,F02_T1_R,F02_T1,2,R,genuine_gallery,False,False,False,F09_T2_R,F09_T2,9,R,unrelated,False,False,False,133.0,0.4406133376602304,0.143250700297593,151.0,0.4436395115728084,133.0,0.4406133376602304,27300,0,0.216094970703125,0.5060019771218754,123.02745819091795,37.73151779174805,37.76370629576577,0.001298828125,0.0002213541666666
02/1R/S3021R04.jpg,data/features/daugman_strict_v3/gabor_codes/02__1R__S3021R04.jpg.npz,2,F02_T1,F02_T1_R,R,1,True,0.3007154568490088,0.3007154568490088,0.3703513909224011,0.0696359340733923,F02_T1_R,F02_T1,2,R,genuine_gallery,False,False,False,F09_T2_R,F09_T2,9,R,unrelated,False,False,False,34.0,0.4118414408348763,0.1111259839858674,34.0,0.4118414408348763,135.0,0.4351523456392068,26836,2,0.214599609375,0.5091012514220705,122.36321258544922,37.96932220458984,47.21244151458741,0.0013346354166666,0.000146484375
02/1R/S3021R03.jpg,data/features/daugman_strict_v3/gabor_codes/02__1R__S3021R03.jpg.npz,2,F02_T1,F02_T1_R,R,1,True,0.2220490139211137,0.2220490139211137,0.3690109382221537,0.14696192430104,F02_T1_R,F02_T1,2,R,genuine_gallery,False,False,False,F14_T1_R,F14_T1,14,R,unrelated,False,False,False,92.0,0.4163327526132404,0.1942837386921267,92.0,0.4163327526132404,123.0,0.4229848363926576,27584,0,0.214508056640625,0.5132309005548442,119.06798553466795,33.7379035949707,29.86593514806959,0.0006510416666666,6.510416666666667e-05
02/2R/S3022R02.jpg,data/features/daugman_strict_v3/gabor_codes/02__2R__S3022R02.jpg.npz,2,F02_T2,F02_T2_R,R,1,True,0.301635480645622,0.301635480645622,0.3732680722891566,0.0716325916435345,F02_T2_R,F02_T2,2,R,genuine_gallery,False,False,False,F92_T2_R,F92_T2,92,R,unrelated,False,False,False,32.0,0.4081902718168813,0.1065547911712592,75.0,0.4214081373172282,32.0,0.4081902718168813,28004,0,0.2186279296875,0.5161571747627024,128.40469360351562,38.58464050292969,46.68730464696886,0.000361328125,7.486979166666666e-05
03/2L/S3032L06.jpg,data/features/daugman_strict_v3/gabor_codes/03__2L__S3032L06.jpg.npz,3,F03_T2,F03_T2_L,L,2,False,0.3959731543624161,0.3850588614739558,0.3850588614739558,-0.0109142928884602,F48_T2_L,F48_T2,48,L,unrelated,False,False,False,F48_T2_L,F48_T2,48,L,unrelated,False,False,False,85.0,0.4415784832451499,0.0456053288827338,113.0,0.4483496332518337,85.0,0.4415784832451499,26820,2,0.220367431640625,0.4966417393712782,119.23564910888672,43.719486236572266,61.322346663909485,0.0173177083333333,0.0001529947916666
03/2L/S3032L09.jpg,data/features/daugman_strict_v3/gabor_codes/03__2L__S3032L09.jpg.npz,3,F03_T2,F03_T2_L,L,3,False,0.4017288444040036,0.3698687130177515,0.3698687130177515,-0.0318601313862521,F68_T1_L,F68_T1,68,L,unrelated,False,False,False,F68_T1_L,F68_T1,68,L,unrelated,False,False,False,161.0,0.4535537347560975,0.0518248903520939,161.0,0.4535537347560975,206.0,0.4602917341977309,26376,2,0.216827392578125,0.4850105559465165,121.40294647216795,49.61245346069336,122.99486267089846,0.0172981770833333,0.000146484375
03/2L/S3032L08.jpg,data/features/daugman_strict_v3/gabor_codes/03__2L__S3032L08.jpg.npz,3,F03_T2,F03_T2_L,L,1,True,0.3587407749077491,0.3587407749077491,0.380280500168976,0.0215397252612269,F03_T2_L,F03_T2,3,L,genuine_gallery,False,False,False,F44_T1_R,F44_T1,44,R,unrelated,False,False,False,163.0,0.4535516422635536,0.0948108673558045,228.0,0.4678006185191923,163.0,0.4535516422635536,26016,4,0.216522216796875,0.4924594785059901,120.33109283447266,48.735260009765625,130.48859472384984,0.0177799479166666,0.0001334635416666
03/2L/S3032L05.jpg,data/features/daugman_strict_v3/gabor_codes/03__2L__S3032L05.jpg.npz,3,F03_T2,F03_T2_L,L,1,True,0.3533608116677235,0.3533608116677235,0.3901402640264026,0.036779452358679,F03_T2_L,F03_T2,3,L,genuine_gallery,False,False,False,F68_T2_L,F68_T2,68,L,unrelated,False,False,False,250.0,0.4685300207039337,0.1151692090362102,250.0,0.4685300207039337,285.0,0.476910454758556,25232,2,0.204864501953125,0.4741918665276329,117.62102508544922,53.93534469604492,24.731304231601293,0.0202962239583333,0.000107421875
03/2R/S3032R08.jpg,data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R08.jpg.npz,3,F03_T2,F03_T2_R,R,140,False,0.4476117103235747,0.3922930903568716,0.3922930903568716,-0.055318619966703,F07_T2_R,F07_T2,7,R,unrelated,False,False,False,F07_T2_R,F07_T2,7,R,unrelated,False,False,False,293.0,0.4870954093505394,0.0394836990269647,293.0,0.4870954093505394,311.0,0.5028007075471698,25960,-4,0.22113037109375,0.5127656638145184,130.28652954101562,41.831844329833984,32.0068951578776,0.0070540364583333,0.0002766927083333
03/2R/S3032R02.jpg,data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R02.jpg.npz,3,F03_T2,F03_T2_R,R,1,True,0.2826708712232326,0.2826708712232326,0.4042227141154436,0.1215518428922109,F03_T2_R,F03_T2,3,R,genuine_gallery,False,False,False,F54_T2_R,F54_T2,54,R,unrelated,False,False,False,132.0,0.4551155115511551,0.1724446403279224,132.0,0.4551155115511551,233.0,0.4731366746809691,27272,0,0.217864990234375,0.4920156884717747,120.13442993164062,52.24686050415039,30.15278666787677,0.01328125,0.0003255208333333
03/2R/S3032R05.jpg,data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R05.jpg.npz,3,F03_T2,F03_T2_R,R,1,True,0.3700161243037232,0.3700161243037232,0.4138493723849372,0.0438332480812139,F03_T2_R,F03_T2,3,R,genuine_gallery,False,False,False,F90_T2_R,F90_T2,90,R,unrelated,False,False,False,36.0,0.4414370078740157,0.0714208835702924,273.0,0.4882743362831858,36.0,0.4414370078740157,27288,0,0.215911865234375,0.5030035335689046,126.120361328125,41.354000091552734,33.78560351451237,0.011376953125,0.0001985677083333
03/2R/S3032R07.jpg,data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R07.jpg.npz,3,F03_T2,F03_T2_R,R,1,True,0.2925025626006736,0.2925025626006736,0.4023645743766122,0.1098620117759386,F03_T2_R,F03_T2,3,R,genuine_gallery,False,False,False,F17_T2_R,F17_T2,17,R,unrelated,False,False,False,168.0,0.4677219468228932,0.1752193842222196,168.0,0.4677219468228932,251.0,0.4806861389561009,27316,0,0.215179443359375,0.4932633668983123,130.3803253173828,47.04474639892578,49.402142575412334,0.0111067708333333,0.0003548177083333
03/2R/S3032R03.jpg,data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R03.jpg.npz,3,F03_T2,F03_T2_R,R,1,True,0.3242345033607169,0.3242345033607169,0.398754255648406,0.074519752287689,F03_T2_R,F03_T2,3,R,genuine_gallery,False,False,False,F31_T2_L,F31_T2,31,L,unrelated,False,False,False,285.0,0.4814044943820225,0.1571699910213055,285.0,0.4814044943820225,286.0,0.4817896099094102,26780,0,0.21405029296875,0.4785072711719418,119.47396850585938,52.00522994995117,48.52810167693031,0.013798828125,0.0002962239583333
03/2R/S3032R06.jpg,data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R06.jpg.npz,3,F03_T2,F03_T2_R,R,1,True,0.3015902924329213,0.3015902924329213,0.3782302270947533,0.076639934661832,F03_T2_R,F03_T2,3,R,genuine_gallery,False,False,False,F31_T2_L,F31_T2,31,L,unrelated,False,False,False,138.0,0.4566925010473397,0.1551022086144184,138.0,0.4566925010473397,140.0,0.4572747212575397,26536,0,0.212799072265625,0.4827190592284526,119.34793090820312,53.137840270996094,47.70248363315793,0.014599609375,0.0002799479166666
03/2R/S3032R09.jpg,data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R09.jpg.npz,3,F03_T2,F03_T2_R,R,9,False,0.4168251703915042,0.3899346742307031,0.3899346742307031,-0.026890496160801,F05_T1_R,F05_T1,5,R,unrelated,False,False,False,F05_T1_R,F05_T1,5,R,unrelated,False,False,False,119.0,0.4466915025722902,0.029866332180786,290.0,0.4785787321063394,119.0,0.4466915025722902,25236,4,0.212005615234375,0.4887001583417302,130.5821990966797,34.47331619262695,43.13965161115859,0.0035872395833333,0.0001106770833333
03/2R/S3032R10.jpg,data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R10.jpg.npz,3,F03_T2,F03_T2_R,R,16,False,0.4192990727644193,0.3971851981760785,0.3971851981760785,-0.0221138745883407,F76_T1_R,F76_T1,76,R,unrelated,False,False,False,F76_T1_R,F76_T1,76,R,unrelated,False,False,False,247.0,0.4677740515615175,0.0484749787970982,247.0,0.4677740515615175,254.0,0.4696583616459041,25452,0,0.205352783203125,0.4952816168821519,120.08927154541016,48.85823440551758,67.820432072862,0.0103287760416666,0.0001106770833333
03/2R/S3032R01.jpg,data/features/daugman_strict_v3/gabor_codes/03__2R__S3032R01.jpg.npz,3,F03_T2,F03_T2_R,R,6,False,0.4195781147000659,0.4107958872810358,0.4107958872810358,-0.0087822274190301,F17_T1_L,F17_T1,17,L,unrelated,False,False,False,F17_T1_L,F17_T1,17,L,unrelated,False,False,False,250.0,0.4790927240461402,0.0595146093460742,250.0,0.4790927240461402,307.0,0.4978464419475655,24272,-4,0.202423095703125,0.493630333182572,127.90938568115234,47.20035934448242,59.24695430576537,0.0099934895833333,0.000126953125
04/1L/S3041L05.jpg,data/features/daugman_strict_v3/gabor_codes/04__1L__S3041L05.jpg.npz,4,F04_T1,F04_T1_L,L,1,True,0.2121542940320233,0.2121542940320233,0.3847200622083981,0.1725657681763748,F04_T1_L,F04_T1,4,L,genuine_gallery,False,False,False,F56_T2_L,F56_T2,56,L,unrelated,False,False,False,190.0,0.441929482636428,0.2297751886044047,199.0,0.4441409193669932,190.0,0.441929482636428,27480,0,0.218170166015625,0.5226954818855784,137.62850952148438,40.293216705322266,67.95458084292943,0.00126953125,0.000107421875
04/1L/S3041L04.jpg,data/features/daugman_strict_v3/gabor_codes/04__1L__S3041L04.jpg.npz,4,F04_T1,F04_T1_L,L,1,True,0.2921107164002368,0.2921107164002368,0.3741927862655536,0.0820820698653168,F04_T1_L,F04_T1,4,L,genuine_gallery,False,False,False,F56_T2_L,F56_T2,56,L,unrelated,False,False,False,54.0,0.4166812379786676,0.1245705215784307,84.0,0.4229828850855746,54.0,0.4166812379786676,27024,0,0.2158203125,0.5214225113122172,141.0794219970703,40.7320556640625,53.684250326156615,0.0014388020833333,0.0001334635416666
04/1L/S3041L06.jpg,data/features/daugman_strict_v3/gabor_codes/04__1L__S3041L06.jpg.npz,4,F04_T1,F04_T1_L,L,1,True,0.2798746829777711,0.2798746829777711,0.3721753540222958,0.0923006710445247,F04_T1_L,F04_T1,4,L,genuine_gallery,False,False,False,F56_T2_L,F56_T2,56,L,unrelated,False,False,False,89.0,0.4274043817304122,0.147529698752641,230.0,0.4530705153041456,89.0,0.4274043817304122,26812,0,0.21484375,0.5295809659090909,140.5230255126953,42.760459899902344,69.11588049977622,0.0017350260416666,9.765625e-05
04/2R/S3042R08.jpg,data/features/daugman_strict_v3/gabor_codes/04__2R__S3042R08.jpg.npz,4,F04_T2,F04_T2_R,R,1,True,0.214164689935615,0.214164689935615,0.3814446145992853,0.1672799246636703,F04_T2_R,F04_T2,4,R,genuine_gallery,False,False,False,F22_T1_R,F22_T1,22,R,unrelated,False,False,False,6.0,0.3954380298748486,0.1812733399392335,29.0,0.4191650853889943,6.0,0.3954380298748486,23608,0,0.190399169921875,0.5018833146337555,130.32611083984375,37.087703704833984,41.0094605629815,0.0006412760416666,7.8125e-05
05/1L/S3051L08.jpg,data/features/daugman_strict_v3/gabor_codes/05__1L__S3051L08.jpg.npz,5,F05_T1,F05_T1_L,L,4,False,0.3878879310344827,0.3841427155599604,0.3841427155599604,-0.0037452154745223,F21_T1_R,F21_T1,21,R,unrelated,False,False,False,F21_T1_R,F21_T1,21,R,unrelated,False,False,False,148.0,0.4411516853932584,0.0532637543587756,148.0,0.4411516853932584,308.0,0.4944645924794808,23200,2,0.194732666015625,0.5097947030246043,128.22398376464844,42.6551399230957,72.74036788393656,0.00294921875,5.208333333333334e-05
05/1L/S3051L07.jpg,data/features/daugman_strict_v3/gabor_codes/05__1L__S3051L07.jpg.npz,5,F05_T1,F05_T1_L,L,1,True,0.3628519527702089,0.3628519527702089,0.3828098757138058,0.0199579229435969,F05_T1_L,F05_T1,5,L,genuine_gallery,False,False,False,F22_T1_R,F22_T1,22,R,unrelated,False,False,False,153.0,0.4429265041888804,0.0800745514186715,153.0,0.4429265041888804,304.0,0.4873297275641026,22020,4,0.18731689453125,0.522605083088954,128.15281677246094,42.39139175415039,75.6333489353498,0.00279296875,3.255208333333333e-05
05/1L/S3051L06.jpg,data/features/daugman_strict_v3/gabor_codes/05__1L__S3051L06.jpg.npz,5,F05_T1,F05_T1_L,L,33,False,0.4134936211972522,0.3784892493398717,0.3784892493398717,-0.0350043718573804,F81_T1_R,F81_T1,81,R,unrelated,False,False,False,F81_T1_R,F81_T1,81,R,unrelated,False,False,False,196.0,0.4506067500948047,0.0371131288975525,196.0,0.4506067500948047,278.0,0.4732915415857319,20380,8,0.185943603515625,0.5323732151649434,124.54842376708984,38.94684600830078,44.860736384921594,0.0015787760416666,5.859375e-05
05/1R/S3051R01.jpg,data/features/daugman_strict_v3/gabor_codes/05__1R__S3051R01.jpg.npz,5,F05_T1,F05_T1_R,R,1,True,0.3415772453329413,0.3415772453329413,0.3909426987060998,0.0493654533731584,F05_T1_R,F05_T1,5,R,genuine_gallery,False,False,False,F14_T1_L,F14_T1,14,L,unrelated,False,False,False,29.0,0.4189569019362898,0.0773796566033484,243.0,0.4637115839243498,29.0,0.4189569019362898,27212,2,0.218109130859375,0.4895410661816146,112.45526123046876,34.8947868347168,48.92284729045232,0.0032356770833333,9.440104166666666e-05
05/2L/S3052L02.jpg,data/features/daugman_strict_v3/gabor_codes/05__2L__S3052L02.jpg.npz,5,F05_T2,F05_T2_L,L,1,True,0.3495759813978936,0.3495759813978936,0.3660967597431686,0.0165207783452749,F05_T2_L,F05_T2,5,L,genuine_gallery,False,False,False,F13_T1_R,F13_T1,13,R,unrelated,False,False,False,57.0,0.4214164185452999,0.0718404371474062,57.0,0.4214164185452999,193.0,0.4467572620074777,29244,0,0.22601318359375,0.5240683229813664,133.1063995361328,36.88368225097656,54.60046471082899,0.0010872395833333,0.0001009114583333
05/2L/S3052L03.jpg,data/features/daugman_strict_v3/gabor_codes/05__2L__S3052L03.jpg.npz,5,F05_T2,F05_T2_L,L,1,True,0.3431722230310088,0.3431722230310088,0.3834395387649825,0.0402673157339736,F05_T2_L,F05_T2,5,L,genuine_gallery,False,False,False,F20_T2_R,F20_T2,20,R,unrelated,False,False,False,70.0,0.4273065476190476,0.0841343245880387,79.0,0.4302895322939866,70.0,0.4273065476190476,27476,0,0.21923828125,0.5273176503340757,122.9652328491211,34.102813720703125,40.9496685953776,0.0015169270833333,0.0001009114583333
06/1L/S3061L02.jpg,data/features/daugman_strict_v3/gabor_codes/06__1L__S3061L02.jpg.npz,6,F06_T1,F06_T1_L,L,2,False,0.3684270865178844,0.3614045722202978,0.3614045722202978,-0.0070225142975865,F13_T1_L,F13_T1,13,L,unrelated,False,False,False,F13_T1_L,F13_T1,13,L,unrelated,False,False,False,240.0,0.4582741116751269,0.0898470251572424,263.0,0.464696533979113,240.0,0.4582741116751269,26168,2,0.20819091796875,0.5223907944884199,138.80609130859375,40.77665328979492,64.84197449743486,0.0003483072916666,8.7890625e-05
06/1R/S3061R01.jpg,data/features/daugman_strict_v3/gabor_codes/06__1R__S3061R01.jpg.npz,6,F06_T1,F06_T1_R,R,1,True,0.3386839304717985,0.3386839304717985,0.3854220167779489,0.0467380863061504,F06_T1_R,F06_T1,6,R,genuine_gallery,False,False,False,F22_T1_R,F22_T1,22,R,unrelated,False,False,False,150.0,0.4463131313131313,0.1076292008413328,150.0,0.4463131313131313,190.0,0.4531640700134641,22552,0,0.192718505859375,0.5195566112430721,125.94083404541016,34.51465606689453,19.026420947223244,0.0004850260416666,4.557291666666667e-05
06/1R/S3061R07.jpg,data/features/daugman_strict_v3/gabor_codes/06__1R__S3061R07.jpg.npz,6,F06_T1,F06_T1_R,R,26,False,0.4253914785142025,0.3885592214573938,0.3885592214573938,-0.0368322570568087,F00_T2_L,F00_T2,0,L,unrelated,False,False,False,F00_T2_L,F00_T2,0,L,unrelated,False,False,False,25.0,0.4248017083587553,-0.0005897701554471,25.0,0.4248017083587553,243.0,0.4710283189395461,21968,6,0.1907958984375,0.5014395393474088,122.36978912353516,41.92728805541992,21.94278267304103,0.0013313802083333,3.580729166666667e-05
06/1R/S3061R08.jpg,data/features/daugman_strict_v3/gabor_codes/06__1R__S3061R08.jpg.npz,6,F06_T1,F06_T1_R,R,28,False,0.425789182204172,0.3673328421440412,0.3673328421440412,-0.0584563400601307,F01_T1_L,F01_T1,1,L,unrelated,False,False,False,F01_T1_L,F01_T1,1,L,unrelated,False,False,False,4.0,0.404833836858006,-0.020955345346166,4.0,0.404833836858006,299.0,0.4924447686536056,21668,0,0.18304443359375,0.5008752917639213,122.18199157714844,42.34370422363281,33.19789975988599,0.0017415364583333,2.604166666666667e-05
06/2L/S3062L07.jpg,data/features/daugman_strict_v3/gabor_codes/06__2L__S3062L07.jpg.npz,6,F06_T2,F06_T2_L,L,9,False,0.3934691011235955,0.3734214826920219,0.3734214826920219,-0.0200476184315735,F74_T2_L,F74_T2,74,L,unrelated,False,False,False,F74_T2_L,F74_T2,74,L,unrelated,False,False,False,112.0,0.4271978021978022,0.0337287010742066,112.0,0.4271978021978022,223.0,0.4506121773659828,28480,2,0.227325439453125,0.5354745603436702,127.96031188964844,35.99324035644531,27.413176413207577,0.0017643229166666,0.0001041666666666
06/2L/S3062L08.jpg,data/features/daugman_strict_v3/gabor_codes/06__2L__S3062L08.jpg.npz,6,F06_T2,F06_T2_L,L,2,False,0.3871785714285714,0.3779373368146214,0.3779373368146214,-0.00924123461395,F41_T1_R,F41_T1,41,R,unrelated,False,False,False,F41_T1_R,F41_T1,41,R,unrelated,False,False,False,189.0,0.443075117370892,0.0558965459423205,189.0,0.443075117370892,218.0,0.4478271645736946,28000,6,0.22650146484375,0.5377256804095931,129.1327667236328,37.70284652709961,30.9204978281233,0.0017643229166666,9.440104166666666e-05
06/2L/S3062L02.jpg,data/features/daugman_strict_v3/gabor_codes/06__2L__S3062L02.jpg.npz,6,F06_T2,F06_T2_L,L,1,True,0.3452031839128613,0.3452031839128613,0.3953146220009054,0.050111438088044,F06_T2_L,F06_T2,6,L,genuine_gallery,False,False,False,F59_T1_L,F59_T1,59,L,unrelated,False,False,False,81.0,0.4377389858686616,0.0925358019558003,123.0,0.4475553857906799,81.0,0.4377389858686616,28644,0,0.2213134765625,0.5337148372862659,134.8717041015625,37.01846694946289,35.50439424640868,0.0018196614583333,7.8125e-05
